,date,calories,steps,dist,floors,sedant,active_light,active_fair,active_very,active_cals,sleep_start_hr,sleep_minutesAsleep,sleep_minutesAwake,sleep_awakeningsCount,sleep_timeInBed,sleep_REM,sleep_light,sleep_deep,sleep_start,sleep_efficiency
704,2016-08-06,2185,7546,5.61,1,1287,95,44,14,704,,,,,,,,,,
705,2016-08-07,2251,7202,5.35,1,1233,178,21,8,816,,,,,,,,,,
706,2016-08-08,2534,7799,5.79,2,1176,226,36,2,1151,,,,,,,,,,
707,2016-08-09,2984,13937,10.36,65,1103,195,82,50,1644,10.98,9.0,0.0,0.0,10.0,,,,10:59,100.0
708,2016-08-10,2975,14055,10.44,60,1438,2,0,0,14,,,,,,,,,,
709,2016-08-11,3222,15595,11.59,58,1440,0,0,0,0,,,,,,,,,,
710,2016-08-12,3294,16664,12.38,78,1440,0,0,0,0,,,,,,,,,,
711,2016-08-13,2388,6200,4.61,2,1440,0,0,0,0,,,,,,,,,,
712,2016-08-14,2580,8864,6.59,3,1440,0,0,0,0,,,,,,,,,,
713,2016-08-15,2177,4247,3.16,3,1410,0,30,0,137,,,,,,,,,,
714,2016-08-16,2022,3269,2.43,2,1364,18,38,20,472,,,,,,,,,,
715,2016-08-17,2406,7637,5.67,2,1254,114,62,10,957,,,,,,,,,,
716,2016-08-18,2669,8267,6.14,2,682,252,44,8,1317,2.45,410.0,44.0,2.0,454.0,,,,02:27,90.0
717,2016-08-19,2833,8065,5.99,9,664,239,40,25,1418,1.98,425.0,46.0,3.0,472.0,,,,01:59,90.0
718,2016-08-20,2533,12202,10.34,28,1251,101,18,70,1076,,,,,,,,,,
719,2016-08-21,2716,11133,8.73,4,600,188,53,30,1329,0.22,483.0,86.0,7.0,569.0,,,,00:13,85.0
720,2016-08-22,3195,12792,9.5,2,503,374,36,31,1965,0.78,459.0,37.0,3.0,496.0,,,,00:47,93.0
721,2016-08-23,2986,13325,9.9,8,1103,236,43,58,1663,,,,,,,,,,
722,2016-08-24,2058,2769,2.06,1,1344,71,9,16,482,,,,,,,,,,
723,2016-08-25,2246,6928,5.15,4,748,125,25,11,766,12.57,456.0,41.0,5.0,531.0,,,,12:34,92.0
724,2016-08-26,2611,10568,9.76,5,753,61,9,2,282,0.85,570.0,45.0,3.0,615.0,,,,00:51,93.0
725,2016-08-27,1966,2929,2.18,2,1440,0,0,0,0,,,,,,,,,,
726,2016-08-28,2606,13501,10.03,2,1100,152,61,25,1214,12.32,94.0,8.0,0.0,102.0,,,,12:19,92.0
727,2016-08-29,2792,13766,12.16,11,734,183,25,51,1418,1.95,414.0,33.0,1.0,447.0,,,,01:57,93.0
728,2016-08-30,2785,11696,8.69,9,699,218,45,26,1400,1.17,409.0,43.0,4.0,452.0,,,,01:10,90.0
729,2016-08-31,2430,8620,6.4,3,708,197,10,4,945,0.82,468.0,49.0,3.0,521.0,,,,00:49,91.0
730,2016-07-01,2684,8555,6.38,23,918,60,15,7,409,23.8,,,,,,,,23:48,86.0
731,2016-07-02,2499,7082,5.26,3,1241,135,45,19,1003,,,,,,,,,,
732,2016-07-03,3085,10779,8.01,4,575,362,54,12,1850,1.32,404.0,32.0,1.0,437.0,,,,01:19,93.0
733,2016-07-04,3105,11851,8.81,27,622,336,44,23,1826,0.72,383.0,29.0,2.0,415.0,,,,00:43,93.0
734,2016-07-05,2870,10873,8.13,19,724,247,23,29,1443,0.82,775.0,78.0,6.0,859.0,,,,00:49,93.0
735,2016-07-06,3033,12178,9.05,30,705,176,46,72,1630,23.9,,,,,,,,23:54,89.0
736,2016-07-07,2424,8631,6.41,25,1239,178,14,9,936,,,,,,,,,,
737,2016-07-08,2418,6643,5.01,14,798,177,15,12,934,0.22,951.0,118.0,18.0,1069.0,,,,00:13,89.0
738,2016-07-09,2741,7733,5.75,8,417,270,21,12,1324,23.92,87.0,2.0,0.0,89.0,,,,23:55,89.0
739,2016-07-10,2731,8283,6.15,15,1404,7,7,22,239,,,,,,,,,,
740,2016-07-11,3068,9981,7.42,17,1110,222,75,33,1635,,,,,,,,,,
741,2016-07-12,2896,10297,7.79,18,769,178,43,53,1474,0.68,347.0,50.0,2.0,397.0,,,,00:41,87.0
742,2016-07-13,2593,9951,7.44,19,1171,234,17,18,1168,,,,,,,,,,
743,2016-07-14,2877,10661,7.92,21,640,260,42,15,1487,0.03,840.0,70.0,3.0,921.0,,,,00:02,90.0
744,2016-07-15,2426,7970,5.92,17,708,229,0,0,959,23.4,58.0,8.0,0.0,66.0,,,,23:24,94.0
745,2016-07-16,2595,7438,5.53,9,654,317,0,0,1185,0.65,420.0,49.0,2.0,469.0,,,,00:39,90.0
746,2016-07-17,2527,7209,5.36,5,594,238,11,4,1070,1.15,543.0,50.0,1.0,593.0,,,,01:09,92.0
747,2016-07-18,2549,10641,7.91,26,763,128,80,20,1105,0.32,818.0,94.0,7.0,917.0,,,,00:19,90.0
748,2016-07-19,2858,10286,7.64,25,715,158,43,56,1410,23.73,,,,,,,,23:44,90.0
749,2016-07-20,2637,9598,7.13,15,728,286,4,5,1226,0.75,377.0,38.0,2.0,417.0,,,,00:45,91.0
750,2016-07-21,2602,7812,5.8,16,812,170,29,26,1127,1.13,388.0,12.0,0.0,403.0,,,,01:08,97.0
751,2016-07-22,2791,11071,8.28,23,664,329,16,2,1443,1.03,384.0,45.0,1.0,429.0,,,,01:02,90.0
752,2016-07-23,2291,4979,3.7,1,1249,166,13,12,813,,,,,,,,,,
753,2016-07-24,3029,39,0.03,0,1201,101,47,91,1589,,,,,,,,,,
754,2016-07-25,1633,0,0.0,0,1440,0,0,0,0,,,,,,,,,,
755,2016-07-26,2866,10724,7.97,20,1241,85,52,46,1033,15.62,13.0,0.0,0.0,16.0,,,,15:37,100.0
756,2016-07-27,2727,10340,7.78,18,1440,0,0,0,0,,,,,,,,,,
757,2016-07-28,2824,9539,7.09,18,1440,0,0,0,0,,,,,,,,,,
758,2016-07-29,2822,9545,7.09,15,1440,0,0,0,0,,,,,,,,,,
759,2016-07-30,2484,6545,4.86,7,1244,196,0,0,690,,,,,,,,,,
760,2016-07-31,1991,3250,2.41,1,1321,109,2,8,467,,,,,,,,,,
761,2016-06-01,3057,12364,9.19,26,742,190,66,61,1702,1.08,357.0,24.0,1.0,381.0,,,,01:05,94.0
762,2016-06-02,2676,11021,8.19,18,686,244,33,22,1284,0.18,830.0,74.0,4.0,907.0,,,,00:11,91.0
763,2016-06-03,3396,14529,10.8,33,576,291,60,62,2079,23.8,,,,,,,,23:48,92.0
764,2016-06-04,3244,13922,10.34,17,979,198,45,93,1946,16.68,114.0,11.0,1.0,125.0,,,,16:41,91.0
765,2016-06-05,2631,8898,6.61,0,500,315,14,6,1303,0.23,564.0,37.0,2.0,605.0,,,,00:14,94.0
766,2016-06-06,2709,8609,6.4,22,774,210,16,27,1257,1.32,382.0,27.0,1.0,413.0,,,,01:19,93.0
767,2016-06-07,2668,6772,5.06,14,744,215,24,18,1205,1.13,398.0,40.0,2.0,439.0,,,,01:08,91.0
768,2016-06-08,2843,10322,7.67,26,740,220,22,46,1428,0.67,358.0,53.0,4.0,412.0,,,,00:40,87.0
769,2016-06-09,2773,10637,7.9,22,1153,214,49,24,1381,,,,,,,,,,
770,2016-06-10,3300,15335,11.39,22,563,351,46,41,2050,0.27,391.0,46.0,2.0,439.0,,,,00:16,89.0
771,2016-06-11,3589,17959,13.34,9,521,303,19,103,2327,1.05,424.0,69.0,6.0,494.0,,,,01:03,86.0
772,2016-06-12,2594,6480,4.81,0,497,281,14,6,1197,0.45,589.0,53.0,3.0,642.0,,,,00:27,91.0
773,2016-06-13,2867,12130,9.01,26,751,253,35,42,1519,1.47,323.0,36.0,2.0,359.0,,,,01:28,90.0
774,2016-06-14,2369,5643,4.22,15,834,183,19,5,896,0.7,368.0,29.0,2.0,399.0,,,,00:42,93.0
775,2016-06-15,3176,9902,7.36,31,743,173,46,85,1772,0.9,358.0,33.0,4.0,393.0,,,,00:54,92.0
776,2016-06-16,2822,8104,6.02,23,731,168,46,54,1366,0.83,410.0,31.0,2.0,441.0,,,,00:50,93.0
777,2016-06-17,3512,14993,11.14,39,572,342,67,52,2274,0.9,385.0,22.0,2.0,407.0,,,,00:54,95.0
778,2016-06-18,4213,17490,13.1,10,423,241,102,168,3058,0.57,459.0,43.0,2.0,506.0,,,,00:34,91.0
779,2016-06-19,2434,7117,5.29,21,645,203,8,24,1017,2.05,520.0,40.0,3.0,560.0,,,,02:03,93.0
780,2016-06-20,2700,11283,8.38,20,749,196,27,44,1285,0.58,384.0,39.0,3.0,424.0,,,,00:35,91.0
781,2016-06-21,3003,11620,8.63,19,708,219,49,48,1575,0.93,763.0,115.0,5.0,882.0,,,,00:56,91.0
782,2016-06-22,3489,18065,13.54,36,602,262,19,91,2095,23.58,,,,,,,,23:35,84.0
783,2016-06-23,2341,6288,4.67,14,842,151,4,17,808,1.48,385.0,41.0,1.0,426.0,,,,01:29,90.0
784,2016-06-24,2632,8293,6.16,21,750,246,16,6,1160,0.95,374.0,44.0,4.0,422.0,,,,00:57,89.0
785,2016-06-25,1640,56,0.04,0,1437,3,0,0,11,,,,,,,,,,
786,2016-06-26,2360,4729,3.51,1,1193,148,30,9,869,16.1,55.0,5.0,0.0,60.0,,,,16:06,92.0
787,2016-06-27,3072,10544,7.83,21,761,224,59,40,1654,1.23,325.0,27.0,3.0,356.0,,,,01:14,92.0
788,2016-06-28,2831,8296,6.16,28,726,264,20,17,1387,0.47,365.0,47.0,3.0,413.0,,,,00:28,89.0
789,2016-06-29,3154,12608,9.39,28,654,287,40,53,1787,0.63,364.0,38.0,3.0,406.0,,,,00:38,91.0
790,2016-06-30,3048,10948,8.13,19,1034,260,32,38,1624,0.28,439.0,73.0,6.0,516.0,,,,00:17,81.0
791,2016-05-01,3255,13410,9.96,27,470,262,102,62,2044,23.88,,,,,,,,23:53,95.0
792,2016-05-02,2933,14005,10.41,20,523,351,25,26,1675,1.43,460.0,55.0,3.0,515.0,,,,01:26,89.0
793,2016-05-03,3127,9397,6.98,26,642,279,66,52,1839,0.93,345.0,50.0,4.0,401.0,,,,00:56,87.0
794,2016-05-04,2948,10111,7.51,26,730,205,52,41,1532,0.9,376.0,33.0,2.0,412.0,,,,00:54,92.0
795,2016-05-05,2955,9428,7.01,28,682,273,23,42,1586,0.5,420.0,0.0,0.0,420.0,,,,00:30,100.0
796,2016-05-06,3018,13004,9.66,40,804,137,33,46,1171,0.5,420.0,0.0,0.0,420.0,,,,00:30,100.0
797,2016-05-07,3150,13972,10.38,5,1440,0,0,0,0,,,,,,,,,,
798,2016-05-08,3029,13652,10.14,24,1440,0,0,0,0,,,,,,,,,,
799,2016-05-09,2975,8894,6.61,26,1440,0,0,0,0,,,,,,,,,,
800,2016-05-10,3090,11339,8.42,39,1325,93,17,5,558,,,,,,,,,,
801,2016-05-11,3039,12108,9.0,38,699,221,26,66,1668,0.6,394.0,30.0,3.0,428.0,,,,00:36,93.0
802,2016-05-12,2141,5646,4.24,13,1303,103,12,22,623,,,,,,,,,,
803,2016-05-13,3419,16417,12.2,45,560,367,58,42,2223,0.85,891.0,74.0,4.0,965.0,,,,00:51,92.0
804,2016-05-14,2808,13050,9.7,5,407,377,18,12,1568,23.92,67.0,2.0,0.0,74.0,,,,23:55,93.0
805,2016-05-15,2475,8389,6.23,2,613,319,0,0,1156,1.53,931.0,86.0,5.0,1017.0,,,,01:32,93.0
806,2016-05-16,2949,14249,10.59,7,474,423,27,7,1773,23.57,,,,,,,,23:34,90.0
807,2016-05-17,2562,10609,7.93,22,751,264,4,15,1190,0.85,359.0,44.0,4.0,406.0,,,,00:51,89.0
808,2016-05-18,1637,21,0.02,0,1439,1,0,0,4,,,,,,,,,,
809,2016-05-19,3418,15432,11.49,8,462,365,72,33,2217,0.73,483.0,21.0,2.0,508.0,,,,00:44,96.0
810,2016-05-20,3372,17002,12.66,27,604,308,50,67,2114,0.8,366.0,39.0,2.0,411.0,,,,00:48,90.0
811,2016-05-21,3503,15886,11.8,6,409,347,21,73,2246,1.32,547.0,43.0,2.0,590.0,,,,01:19,93.0
812,2016-05-22,2652,7098,5.27,7,469,333,5,4,1317,0.77,582.0,47.0,1.0,629.0,,,,00:46,92.0
813,2016-05-23,2705,10214,7.59,22,800,202,22,38,1292,1.12,331.0,46.0,2.0,378.0,,,,01:07,88.0
814,2016-05-24,2835,8376,6.22,17,739,253,34,19,1428,0.95,348.0,45.0,2.0,395.0,,,,00:57,89.0
815,2016-05-25,3264,15946,11.92,35,644,292,37,63,1950,0.8,389.0,15.0,0.0,404.0,,,,00:48,96.0
816,2016-05-26,2806,10085,7.49,21,725,256,15,31,1416,0.6,375.0,27.0,3.0,413.0,,,,00:36,93.0
817,2016-05-27,3101,13738,10.23,27,630,269,58,49,1820,0.2,397.0,36.0,1.0,434.0,,,,00:12,92.0
818,2016-05-28,1633,0,0.0,0,1440,0,0,0,0,,,,,,,,,,
819,2016-05-29,1685,293,0.22,0,1405,17,0,0,67,,431.0,33.0,3.0,465.0,,,,,
820,2016-05-30,2913,11857,8.81,32,688,153,32,82,1506,23.68,445.0,41.0,2.0,487.0,,,,23:41,93.0
821,2016-05-31,2954,9702,7.21,23,645,269,52,25,1622,23.35,,,,,,,,23:21,92.0
822,2016-04-01,2966,11675,8.7,25,679,248,48,39,1638,0.6,387.0,38.0,3.0,426.0,,,,00:36,91.0
823,2016-04-02,2843,12965,9.63,3,1080,322,25,13,1547,,,,,,,,,,
824,2016-04-03,2335,6702,4.98,3,626,239,9,2,922,1.43,513.0,51.0,3.0,564.0,,,,01:26,92.0
825,2016-04-04,3158,14707,10.95,22,675,307,34,51,1876,2.88,350.0,20.0,2.0,373.0,,,,02:53,95.0
826,2016-04-05,2488,9785,7.27,29,724,225,10,21,1086,0.58,423.0,36.0,2.0,460.0,,,,00:35,92.0
827,2016-04-06,2952,10725,7.97,23,663,196,89,54,1621,0.47,404.0,29.0,2.0,438.0,,,,00:28,93.0
828,2016-04-07,2728,12547,9.32,22,722,276,9,24,1382,0.52,367.0,41.0,4.0,409.0,,,,00:31,94.0
829,2016-04-08,3150,16240,12.14,28,671,323,46,30,1907,0.78,341.0,28.0,1.0,370.0,,,,00:47,92.0
830,2016-04-09,3152,13428,9.98,7,504,277,28,69,1827,0.02,516.0,46.0,2.0,562.0,,,,00:01,92.0
831,2016-04-10,2570,8982,6.67,1,607,340,0,0,1242,1.52,470.0,23.0,3.0,493.0,,,,01:31,95.0
832,2016-04-11,2872,11101,8.3,31,737,258,18,42,1489,1.32,360.0,22.0,2.0,385.0,,,,01:19,94.0
833,2016-04-12,1666,161,0.12,0,996,12,0,0,46,0.5,842.0,51.0,4.0,893.0,,,,00:30,100.0
834,2016-04-13,3005,12212,9.07,33,626,202,36,66,1600,23.97,469.0,37.0,1.0,514.0,,,,23:58,89.0
835,2016-04-14,2568,9809,7.29,21,689,276,3,8,1168,23.17,,,,,,,,23:10,93.0
836,2016-04-15,3230,16970,12.61,49,598,242,54,78,1914,0.17,407.0,60.0,2.0,468.0,,,,00:10,87.0
837,2016-04-16,2945,13024,9.68,16,554,233,23,69,1580,2.3,511.0,50.0,2.0,561.0,,,,02:18,91.0
838,2016-04-17,2508,6824,5.07,7,579,274,19,4,1141,0.18,522.0,42.0,3.0,564.0,,,,00:11,93.0
839,2016-04-18,1760,0,0.0,0,1395,0,45,0,179,,,,,,,,,,
840,2016-04-19,2762,8665,6.44,25,699,234,38,27,1377,0.52,805.0,94.0,6.0,902.0,,,,00:31,87.0
841,2016-04-20,3473,15702,11.69,29,591,238,49,103,2165,23.75,,,,,,,,23:45,92.0
842,2016-04-21,2628,9252,6.87,22,731,242,14,18,1202,0.48,391.0,39.0,1.0,435.0,,,,00:29,91.0
843,2016-04-22,3112,17691,13.19,35,591,373,23,20,1864,0.33,404.0,27.0,2.0,433.0,,,,00:20,94.0
844,2016-04-23,3502,17874,13.28,20,388,343,22,77,2271,0.05,539.0,71.0,3.0,610.0,,,,00:03,89.0
845,2016-04-24,2532,8531,6.34,3,608,294,14,4,1203,0.83,464.0,20.0,5.0,520.0,,,,00:50,96.0
846,2016-04-25,3037,13426,9.98,40,677,283,24,44,1692,0.77,372.0,32.0,5.0,412.0,,,,00:46,92.0
847,2016-04-26,2427,7203,5.38,31,800,172,14,20,969,0.43,399.0,30.0,3.0,434.0,,,,00:26,93.0
848,2016-04-27,3141,14403,10.7,31,668,217,48,79,1810,0.57,394.0,34.0,1.0,428.0,,,,00:34,92.0
849,2016-04-28,2590,8425,6.26,32,833,193,19,29,1141,0.77,340.0,25.0,2.0,366.0,,,,00:46,93.0
850,2016-04-29,3416,16856,12.52,33,506,352,54,60,2224,0.4,429.0,39.0,3.0,468.0,,,,00:24,92.0
851,2016-04-30,2978,13794,10.25,47,1080,245,72,36,1662,,523.0,28.0,2.0,551.0,,,,,
852,2016-03-01,2498,7528,5.59,20,767,213,5,22,1057,0.45,387.0,41.0,4.0,433.0,,,,00:27,90.0
853,2016-03-02,3168,17134,12.73,47,637,256,33,88,1869,0.5,373.0,49.0,3.0,426.0,,,,00:30,88.0
854,2016-03-03,3245,13397,10.0,46,752,242,55,75,1917,2.3,290.0,22.0,1.0,316.0,,,,02:18,93.0
855,2016-03-04,3039,15090,11.24,32,578,405,23,22,1852,0.85,611.0,57.0,5.0,670.0,,,,00:51,91.0
856,2016-03-05,3132,15250,11.36,13,481,323,8,73,1874,4.63,270.0,25.0,1.0,296.0,,,,04:38,92.0
857,2016-03-06,2427,6923,5.14,1,583,318,0,0,1106,4.7,486.0,51.0,4.0,539.0,,,,04:42,89.0
858,2016-03-07,2742,11251,8.36,25,653,281,13,22,1401,0.83,842.0,86.0,7.0,928.0,,,,00:50,93.0
859,2016-03-08,2612,8583,6.38,16,699,250,11,22,1217,22.97,,,,,,,,22:58,89.0
860,2016-03-09,2755,12067,8.97,30,699,239,80,16,1409,2.43,380.0,26.0,2.0,406.0,,,,02:26,94.0
861,2016-03-10,2208,7145,5.31,25,836,137,5,13,698,0.17,411.0,37.0,2.0,449.0,,,,00:10,92.0
862,2016-03-11,3157,15432,11.47,33,642,272,59,47,1909,0.5,420.0,0.0,0.0,420.0,,,,00:30,100.0
863,2016-03-12,3022,12910,9.59,3,487,258,12,69,1660,0.15,557.0,57.0,4.0,614.0,,,,00:09,91.0
864,2016-03-13,2535,8950,6.65,6,639,314,6,0,1190,1.28,451.0,29.0,2.0,481.0,,,,01:17,94.0
865,2016-03-14,3067,14618,10.91,29,648,277,37,52,1742,0.57,378.0,48.0,1.0,426.0,,,,00:34,89.0
866,2016-03-15,2486,8794,6.53,23,801,172,24,30,1054,0.75,377.0,36.0,1.0,413.0,,,,00:45,91.0
867,2016-03-16,2870,11746,8.77,22,689,301,20,22,1518,0.88,383.0,25.0,2.0,408.0,,,,00:53,96.0
868,2016-03-17,2546,8911,6.62,22,805,163,27,25,1070,0.7,380.0,33.0,3.0,420.0,,,,00:42,92.0
869,2016-03-18,2765,10469,7.78,14,685,296,26,18,1431,0.7,377.0,38.0,3.0,415.0,,,,00:42,91.0
870,2016-03-19,3047,15009,11.15,12,521,296,75,29,1769,0.92,481.0,38.0,1.0,519.0,,,,00:55,93.0
871,2016-03-20,2536,8142,6.05,4,584,235,28,18,1166,1.52,539.0,36.0,2.0,575.0,,,,01:31,95.0
872,2016-03-21,3058,12597,9.43,20,678,251,41,41,1681,0.97,384.0,42.0,2.0,429.0,,,,00:58,90.0
873,2016-03-22,2601,10558,7.91,22,752,292,4,8,1228,1.32,363.0,21.0,1.0,384.0,,,,01:19,97.0
874,2016-03-23,2124,6011,4.47,0,673,163,0,0,646,0.83,598.0,6.0,0.0,604.0,,,,00:50,100.0
875,2016-03-24,2759,12448,9.25,0,507,333,39,9,1508,1.8,507.0,45.0,5.0,552.0,,,,01:48,92.0
876,2016-03-25,2350,6000,4.46,4,596,247,9,4,953,1.43,538.0,45.0,2.0,584.0,,,,01:26,92.0
877,2016-03-26,2344,6992,5.2,5,696,259,0,0,953,1.37,424.0,60.0,5.0,485.0,,,,01:22,87.0
878,2016-03-27,2133,3627,2.69,2,829,160,0,0,610,1.48,451.0,0.0,0.0,451.0,,,,01:29,100.0
879,2016-03-28,2868,9746,7.29,16,612,297,17,19,1468,5.58,438.0,56.0,5.0,495.0,,,,05:35,90.0
880,2016-03-29,2448,6003,4.51,11,799,192,4,14,943,0.73,386.0,42.0,1.0,431.0,,,,00:44,90.0
881,2016-03-30,3081,14052,10.46,30,663,259,33,51,1687,0.53,386.0,44.0,3.0,434.0,,,,00:32,90.0
882,2016-03-31,2821,9509,7.07,24,692,277,26,32,1477,0.92,387.0,20.0,2.0,413.0,,,,00:55,95.0
883,2016-02-01,1641,0,0.0,0,1440,0,0,0,0,,,,,,,,,,
884,2016-02-02,1641,0,0.0,0,1440,0,0,0,0,,,,,,,,,,
885,2016-02-03,1641,0,0.0,0,1440,0,0,0,0,,,,,,,,,,
886,2016-02-04,1641,0,0.0,0,1440,0,0,0,0,,,,,,,,,,
887,2016-02-05,1641,0,0.0,0,1440,0,0,0,0,,,,,,,,,,
888,2016-02-06,1641,0,0.0,0,1440,0,0,0,0,,,,,,,,,,
889,2016-02-07,1641,0,0.0,0,1440,0,0,0,0,,,,,,,,,,
890,2016-02-08,1641,0,0.0,0,1440,0,0,0,0,,,,,,,,,,
891,2016-02-09,1641,0,0.0,0,1440,0,0,0,0,,,,,,,,,,
892,2016-02-10,1641,0,0.0,0,1440,0,0,0,0,,,,,,,,,,
893,2016-02-11,1641,0,0.0,0,1440,0,0,0,0,,,,,,,,,,
894,2016-02-12,1641,0,0.0,0,1440,0,0,0,0,,,,,,,,,,
895,2016-02-13,2256,0,0.0,0,1380,0,0,60,684,,,,,,,,,,
896,2016-02-14,1641,0,0.0,0,1440,0,0,0,0,,,,,,,,,,
897,2016-02-15,1897,0,0.0,0,1395,0,0,45,308,,,,,,,,,,
898,2016-02-16,2390,6958,5.22,25,813,204,5,8,907,0.67,410.0,0.0,0.0,410.0,,,,00:40,100.0
899,2016-02-17,3063,13881,10.34,28,694,231,34,68,1710,0.78,367.0,40.0,2.0,413.0,,,,00:47,90.0
900,2016-02-18,2514,8704,6.47,21,730,254,7,16,1121,0.4,400.0,29.0,3.0,433.0,,,,00:24,93.0
901,2016-02-19,3244,14988,11.16,26,569,355,53,42,2037,2.33,375.0,44.0,2.0,421.0,,,,02:20,87.0
902,2016-02-20,2204,420,0.31,0,849,26,0,60,656,3.43,468.0,37.0,2.0,505.0,,,,03:26,92.0
903,2016-02-21,2478,7707,5.73,0,519,335,0,0,1170,1.47,540.0,46.0,1.0,586.0,,,,01:28,91.0
904,2016-02-22,2629,10315,7.66,26,783,208,28,30,1231,1.08,355.0,34.0,2.0,391.0,,,,01:05,91.0
905,2016-02-23,2499,8608,6.4,18,731,224,19,26,1106,0.4,396.0,40.0,4.0,440.0,,,,00:24,91.0
906,2016-02-24,1987,44,0.03,0,1382,3,0,55,416,,,,,,,,,,
907,2016-02-25,2823,12312,9.15,19,690,266,33,29,1492,0.6,370.0,45.0,3.0,422.0,,,,00:36,89.0
908,2016-02-26,3072,14611,10.88,35,643,333,24,33,1816,0.77,384.0,21.0,0.0,407.0,,,,00:46,95.0
909,2016-02-27,3334,18070,13.43,30,516,346,18,72,2114,0.8,971.0,66.0,4.0,1037.0,,,,00:48,94.0
910,2016-02-28,2618,9009,6.69,10,549,342,0,0,1270,23.97,,,,,,,,23:58,93.0
911,2016-02-29,1775,0,0.0,0,1390,0,50,0,199,,,,,,,,,,
