,date,calories,steps,dist,floors,sedant,active_light,active_fair,active_very,active_cals,sleep_start_hr,sleep_minutesAsleep,sleep_minutesAwake,sleep_awakeningsCount,sleep_timeInBed,sleep_REM,sleep_light,sleep_deep,sleep_start,sleep_efficiency
232,2017-12-21,2872,10114,7.64,27,743,225,19,46,1467,23.98,,,,,,,,23:59,89.0
233,2017-12-22,1683,422,0.31,0,960,22,0,0,72,0.45,394.0,61.0,4.0,458.0,,,,00:27,87.0
234,2017-12-23,3295,14791,10.99,7,985,244,36,93,1967,16.2,77.0,5.0,0.0,82.0,,,,16:12,94.0
235,2017-12-24,3029,11838,8.87,6,556,254,64,53,1706,2.58,464.0,48.0,3.0,513.0,,,,02:35,91.0
236,2017-12-25,2654,6933,5.15,4,666,293,22,6,1290,1.95,383.0,70.0,34.0,453.0,65.0,231.0,87.0,01:57,85.0
237,2017-12-26,3489,17216,12.84,20,533,319,84,69,2326,1.85,360.0,75.0,28.0,435.0,58.0,252.0,50.0,01:51,83.0
238,2017-12-27,2726,7317,5.44,4,612,255,29,29,1371,1.25,439.0,76.0,21.0,515.0,82.0,271.0,86.0,01:15,85.0
239,2017-12-28,3355,11477,8.53,7,487,330,63,53,2138,1.93,443.0,63.0,4.0,507.0,,,,01:56,88.0
240,2017-12-29,3274,10615,7.89,3,575,186,54,110,1892,0.97,465.0,50.0,3.0,515.0,,,,00:58,90.0
241,2017-12-30,3688,17717,13.16,3,450,358,53,94,2523,2.82,448.0,37.0,2.0,485.0,,,,02:49,92.0
242,2017-12-31,2631,8127,6.04,5,531,240,40,21,1264,1.73,534.0,70.0,31.0,608.0,59.0,318.0,69.0,01:44,87.0
243,2017-11-01,2846,9402,6.98,3,609,318,38,10,1545,0.25,410.0,55.0,3.0,465.0,,,,00:15,88.0
244,2017-11-02,2807,10957,8.14,31,773,245,19,37,1411,1.55,319.0,47.0,20.0,366.0,38.0,203.0,78.0,01:33,87.0
245,2017-11-03,3080,14218,10.61,26,640,240,93,32,1780,0.43,846.0,157.0,81.0,1003.0,143.0,511.0,192.0,00:26,87.0
246,2017-11-04,2780,12829,9.53,2,511,146,38,85,1422,23.62,84.0,8.0,0.0,92.0,,,,23:37,82.0
247,2017-11-05,2600,9442,7.02,2,1165,216,21,38,1207,,,,,,,,,,
248,2017-11-06,2839,11434,8.5,23,726,191,41,52,1446,0.63,344.0,86.0,24.0,430.0,51.0,201.0,92.0,00:38,80.0
249,2017-11-07,2686,8448,6.28,19,722,265,10,13,1279,0.58,385.0,43.0,2.0,430.0,,,,00:35,90.0
250,2017-11-08,3327,14684,11.16,29,640,259,49,75,2025,0.87,379.0,34.0,2.0,417.0,,,,00:52,92.0
251,2017-11-09,2591,7871,5.85,0,594,225,27,23,1189,0.63,487.0,84.0,31.0,571.0,79.0,235.0,113.0,00:38,85.0
252,2017-11-10,3013,14000,10.4,27,687,303,33,32,1705,1.32,316.0,69.0,19.0,385.0,42.0,188.0,86.0,01:19,82.0
253,2017-11-11,3230,14850,11.03,3,1062,235,60,83,1942,,,,,,,,,,
254,2017-11-12,2691,7842,5.83,1,636,299,19,0,1340,1.6,419.0,67.0,43.0,486.0,64.0,269.0,86.0,01:36,86.0
255,2017-11-13,2607,9608,7.14,31,756,215,10,21,1162,0.4,396.0,42.0,28.0,438.0,74.0,261.0,61.0,00:24,90.0
256,2017-11-14,2859,11670,8.72,37,721,212,19,51,1475,0.82,375.0,62.0,27.0,437.0,55.0,252.0,68.0,00:49,86.0
257,2017-11-15,2989,11162,8.2,23,738,168,43,73,1605,0.87,378.0,40.0,31.0,418.0,99.0,211.0,68.0,00:52,90.0
258,2017-11-16,3164,13635,10.06,37,676,218,53,64,1827,0.38,374.0,55.0,21.0,429.0,100.0,187.0,87.0,00:23,87.0
259,2017-11-17,3250,15399,11.63,22,664,207,69,94,1972,0.75,346.0,60.0,30.0,406.0,52.0,237.0,57.0,00:45,85.0
260,2017-11-18,2953,12863,9.57,1,562,158,43,92,1579,0.33,508.0,77.0,45.0,585.0,77.0,316.0,115.0,00:20,87.0
261,2017-11-19,2668,8283,6.15,2,1140,243,43,14,1311,,,,,,,,,,
262,2017-11-20,3190,12128,9.01,24,706,208,34,85,1857,0.98,357.0,50.0,25.0,407.0,45.0,249.0,63.0,00:59,88.0
263,2017-11-21,2805,9748,7.24,22,762,232,22,31,1412,1.18,329.0,64.0,27.0,393.0,64.0,174.0,91.0,01:11,84.0
264,2017-11-22,3336,13608,10.86,30,692,182,72,88,2013,0.68,348.0,58.0,22.0,406.0,66.0,232.0,50.0,00:41,86.0
265,2017-11-23,2576,9549,7.14,22,872,156,18,41,1107,1.15,334.0,19.0,1.0,353.0,,,,01:09,95.0
266,2017-11-24,3351,13921,10.34,25,1054,262,50,74,2052,,,,,,,,,,
267,2017-11-25,3507,18094,13.49,9,421,182,78,133,2234,0.62,569.0,52.0,2.0,626.0,,,,00:37,92.0
268,2017-11-26,2753,9430,7.0,4,726,311,17,2,1370,5.83,338.0,46.0,30.0,384.0,57.0,193.0,88.0,05:50,88.0
269,2017-11-27,3086,10663,7.8,21,852,60,40,84,1174,1.07,364.0,40.0,30.0,404.0,82.0,199.0,83.0,01:04,90.0
270,2017-11-28,2786,10706,7.95,21,1440,0,0,0,0,,,,,,,,,,
271,2017-11-29,3145,12753,9.5,24,1440,0,0,0,0,,,,,,,,,,
272,2017-11-30,2642,9219,6.85,20,1285,132,13,10,676,,,,,,,,,,
273,2017-10-01,2804,10585,7.86,5,553,281,39,23,1502,2.0,492.0,52.0,5.0,544.0,,,,02:00,90.0
274,2017-10-02,3202,11978,8.9,20,702,242,31,76,1857,1.23,348.0,38.0,2.0,389.0,,,,01:14,90.0
275,2017-10-03,2597,8657,6.43,19,754,213,26,21,1176,0.63,365.0,61.0,28.0,426.0,64.0,223.0,78.0,00:38,86.0
276,2017-10-04,2983,9974,7.33,20,711,167,59,70,1577,0.4,368.0,65.0,28.0,433.0,56.0,244.0,68.0,00:24,85.0
277,2017-10-05,2607,9691,7.2,22,750,220,11,22,1174,0.37,382.0,55.0,33.0,437.0,65.0,251.0,66.0,00:22,87.0
278,2017-10-06,2827,12249,9.1,19,674,286,22,22,1470,0.43,398.0,34.0,2.0,436.0,,,,00:26,92.0
279,2017-10-07,2815,12762,9.71,3,556,201,15,74,1445,0.05,514.0,80.0,8.0,594.0,,,,00:03,86.0
280,2017-10-08,2809,12984,9.65,4,553,275,45,31,1514,0.78,460.0,76.0,41.0,536.0,121.0,242.0,97.0,00:47,86.0
281,2017-10-09,2866,10970,8.14,22,705,243,44,29,1519,0.77,354.0,65.0,25.0,419.0,62.0,236.0,56.0,00:46,84.0
282,2017-10-10,2552,8691,6.46,20,744,191,18,32,1125,0.28,409.0,45.0,4.0,455.0,,,,00:17,90.0
283,2017-10-11,3040,13115,9.68,22,707,236,24,61,1683,0.82,368.0,41.0,3.0,412.0,,,,00:49,90.0
284,2017-10-12,3083,17455,12.97,13,540,338,35,33,1848,1.3,455.0,37.0,2.0,494.0,,,,01:18,92.0
285,2017-10-13,2831,10663,7.87,24,687,213,43,47,1467,0.53,398.0,52.0,38.0,450.0,43.0,263.0,92.0,00:32,88.0
286,2017-10-14,3383,16512,12.27,1,475,295,52,79,2159,1.57,458.0,81.0,32.0,539.0,68.0,223.0,106.0,01:34,84.0
287,2017-10-15,2890,11905,8.85,6,543,246,39,57,1597,0.48,504.0,51.0,3.0,555.0,,,,00:29,91.0
288,2017-10-16,2985,11584,8.42,19,732,232,51,45,1644,1.32,312.0,68.0,25.0,380.0,40.0,213.0,59.0,01:19,82.0
289,2017-10-17,2509,7965,5.92,18,775,233,7,13,1076,0.87,359.0,53.0,27.0,412.0,56.0,236.0,67.0,00:52,87.0
290,2017-10-18,3285,13959,10.32,34,741,261,32,70,1968,1.25,285.0,51.0,19.0,336.0,35.0,177.0,73.0,01:15,85.0
291,2017-10-19,2760,10961,8.14,24,701,210,25,43,1361,0.12,382.0,79.0,19.0,461.0,59.0,257.0,66.0,00:07,83.0
292,2017-10-20,2787,10646,7.91,13,691,296,28,15,1487,0.95,366.0,44.0,31.0,410.0,99.0,184.0,83.0,00:57,89.0
293,2017-10-21,3178,14634,10.87,4,493,235,32,94,1872,1.15,533.0,53.0,2.0,586.0,,,,01:09,91.0
294,2017-10-22,2706,7452,5.54,2,600,291,35,13,1384,1.87,431.0,70.0,46.0,501.0,73.0,294.0,64.0,01:52,86.0
295,2017-10-23,2954,12669,9.41,29,828,144,39,25,1027,0.9,351.0,53.0,32.0,404.0,77.0,194.0,80.0,00:54,87.0
296,2017-10-24,2865,10822,8.06,17,1440,0,0,0,0,,,,,,,,,,
297,2017-10-25,2687,15355,11.5,36,1440,0,0,0,0,,,,,,,,,,
298,2017-10-26,2696,9954,7.4,22,1440,0,0,0,0,,,,,,,,,,
299,2017-10-27,2786,10179,7.56,21,1440,0,0,0,0,,,,,,,,,,
300,2017-10-28,3327,16018,11.9,5,1440,0,0,0,0,,,,,,,,,,
301,2017-10-29,2430,5650,4.2,2,1248,170,15,7,759,,,,,,,,,,
302,2017-10-30,2979,11959,8.81,24,701,245,34,55,1652,0.82,363.0,27.0,3.0,405.0,,,,00:49,93.0
303,2017-10-31,2619,9194,6.83,11,767,232,17,18,1220,0.82,369.0,37.0,3.0,406.0,,,,00:49,91.0
304,2017-09-01,2417,6795,5.08,1,773,172,6,30,974,2.42,409.0,50.0,34.0,459.0,80.0,242.0,87.0,02:25,89.0
305,2017-09-02,2815,13859,10.37,17,1103,280,47,10,1519,,,,,,,,,,
306,2017-09-03,2500,10578,7.86,1,735,143,41,41,1085,1.85,394.0,86.0,24.0,480.0,99.0,239.0,56.0,01:51,82.0
307,2017-09-04,2750,9894,7.35,4,669,303,19,9,1390,0.97,377.0,63.0,28.0,440.0,66.0,226.0,85.0,00:58,86.0
308,2017-09-05,2586,9605,7.14,15,764,229,6,12,1094,0.87,375.0,54.0,31.0,429.0,75.0,213.0,87.0,00:52,87.0
309,2017-09-06,2941,10731,7.84,19,729,172,43,58,1497,0.63,380.0,58.0,30.0,438.0,73.0,213.0,94.0,00:38,87.0
310,2017-09-07,3172,15777,13.14,20,728,217,29,76,1758,0.72,320.0,69.0,4.0,390.0,,,,00:43,82.0
311,2017-09-08,2796,11277,8.42,19,690,262,19,26,1428,0.73,396.0,47.0,4.0,443.0,,,,00:44,89.0
312,2017-09-09,2908,8215,5.92,5,586,241,36,39,1529,0.92,486.0,52.0,2.0,538.0,,,,00:55,90.0
313,2017-09-10,2915,12996,9.66,5,600,259,43,39,1576,1.28,437.0,62.0,41.0,499.0,103.0,232.0,102.0,01:17,88.0
314,2017-09-11,2998,10743,7.86,15,706,209,38,60,1594,0.62,358.0,69.0,25.0,427.0,81.0,205.0,72.0,00:37,84.0
315,2017-09-12,3182,15193,9.01,17,687,231,42,78,1817,0.98,342.0,60.0,24.0,402.0,70.0,192.0,80.0,00:59,85.0
316,2017-09-13,3035,13800,10.07,22,1160,151,42,87,1629,,,,,,,,,,
317,2017-09-14,3267,16767,13.31,27,1112,243,18,67,1876,,,,,,,,,,
318,2017-09-15,2956,13349,9.92,20,631,257,49,38,1639,0.88,404.0,60.0,30.0,465.0,81.0,222.0,48.0,00:53,87.0
319,2017-09-16,3431,19879,14.96,18,497,302,29,97,2184,0.65,454.0,61.0,3.0,515.0,,,,00:39,88.0
320,2017-09-17,3298,13674,10.16,8,422,451,41,9,2171,1.0,474.0,38.0,3.0,517.0,,,,01:00,93.0
321,2017-09-18,3047,13705,10.18,26,678,256,57,44,1729,0.98,343.0,62.0,31.0,405.0,60.0,208.0,75.0,00:59,85.0
322,2017-09-19,2841,10170,7.41,24,724,161,45,58,1413,0.13,420.0,32.0,2.0,452.0,,,,00:08,93.0
323,2017-09-20,2572,9693,7.2,19,785,194,25,25,1141,0.85,343.0,68.0,25.0,411.0,35.0,241.0,67.0,00:51,83.0
324,2017-09-21,3178,14306,10.57,20,695,216,44,73,1796,0.63,385.0,26.0,2.0,412.0,,,,00:38,94.0
325,2017-09-22,2410,7704,5.72,21,730,183,6,20,931,0.43,448.0,51.0,3.0,501.0,,,,00:26,89.0
326,2017-09-23,3265,16995,12.81,10,991,226,42,94,1922,16.18,83.0,4.0,0.0,87.0,,,,16:11,95.0
327,2017-09-24,2845,10305,7.66,2,656,317,29,15,1510,6.0,343.0,80.0,13.0,423.0,18.0,178.0,67.0,06:00,78.0
328,2017-09-25,2476,7412,5.42,19,811,128,34,39,1041,0.7,366.0,62.0,26.0,428.0,66.0,210.0,90.0,00:42,86.0
329,2017-09-26,1631,0,0.0,15,1440,0,0,0,0,,,,,,,,,,
330,2017-09-27,3227,12017,8.74,23,1440,0,0,0,0,,,,,,,,,,
331,2017-09-28,2329,7170,5.33,19,1440,0,0,0,0,,,,,,,,,,
332,2017-09-29,3194,15527,11.54,19,1112,242,45,30,1492,,518.0,68.0,5.0,586.0,,,,,
333,2017-09-30,2977,13062,9.82,2,431,266,20,65,1653,23.82,81.0,2.0,0.0,83.0,,,,23:49,88.0
334,2017-08-01,3069,14090,10.35,10,680,190,68,70,1697,0.73,396.0,36.0,2.0,432.0,,,,00:44,92.0
335,2017-08-02,2810,12301,7.8,11,701,223,37,27,1383,0.37,376.0,72.0,2.0,452.0,,,,00:22,84.0
336,2017-08-03,2888,12570,9.28,14,756,272,48,11,1551,2.0,789.0,91.0,6.0,881.0,,,,02:00,91.0
337,2017-08-04,2742,10456,7.82,14,602,244,42,24,1382,23.95,,,,,,,,23:57,89.0
338,2017-08-05,2472,8594,6.41,2,507,219,20,25,1089,1.17,615.0,54.0,6.0,669.0,,,,01:10,90.0
339,2017-08-06,1963,2862,2.13,0,883,122,0,0,436,2.02,403.0,32.0,3.0,435.0,,,,02:01,93.0
340,2017-08-07,2707,11597,8.62,2,577,299,25,20,1411,1.05,459.0,60.0,40.0,519.0,92.0,275.0,92.0,01:03,88.0
341,2017-08-08,3112,19496,14.49,75,744,144,68,35,1219,1.18,392.0,57.0,34.0,449.0,86.0,221.0,85.0,01:11,87.0
342,2017-08-09,3070,17558,13.05,111,1440,0,0,0,0,,,,,,,,,,
343,2017-08-10,2977,15781,11.73,47,1440,0,0,0,0,,,,,,,,,,
344,2017-08-11,2732,12815,9.52,30,1440,0,0,0,0,,,,,,,,,,
345,2017-08-12,2476,8094,6.01,1,1440,0,0,0,0,,,,,,,,,,
346,2017-08-13,2466,8667,6.44,3,1440,0,0,0,0,,,,,,,,,,
347,2017-08-14,2852,11431,9.59,7,1440,0,0,0,0,,,,,,,,,,
348,2017-08-15,2189,4378,3.25,0,1440,0,0,0,0,,,,,,,,,,
349,2017-08-16,2553,8691,6.46,4,1440,0,0,0,0,,,,,,,,,,
350,2017-08-17,2723,11688,9.6,4,1440,0,0,0,0,,,,,,,,,,
351,2017-08-18,2317,7882,5.9,1,1440,0,0,0,0,,,,,,,,,,
352,2017-08-19,2714,10546,7.84,18,1440,0,0,0,0,,,,,,,,,,
353,2017-08-20,2820,14198,10.55,10,1147,266,21,6,1293,,,,,,,,,,
354,2017-08-21,2832,13794,11.57,14,659,235,32,38,1478,2.02,443.0,33.0,3.0,476.0,,,,02:01,93.0
355,2017-08-22,3034,14468,10.75,16,514,375,52,18,1838,2.17,435.0,46.0,4.0,481.0,,,,02:10,90.0
356,2017-08-23,2962,15864,11.79,18,551,244,82,37,1678,1.98,471.0,55.0,3.0,526.0,,,,01:59,89.0
357,2017-08-24,3473,22226,17.86,31,593,258,65,90,2247,2.67,381.0,53.0,23.0,434.0,101.0,198.0,82.0,02:40,88.0
358,2017-08-25,2327,6202,4.61,4,671,208,8,11,879,1.53,459.0,83.0,41.0,542.0,87.0,271.0,101.0,01:32,85.0
359,2017-08-26,2682,10969,8.15,9,773,154,18,9,763,1.67,425.0,61.0,27.0,486.0,92.0,234.0,99.0,01:40,87.0
360,2017-08-27,1865,6352,4.72,14,1440,0,0,0,0,,,,,,,,,,
361,2017-08-28,2491,8509,6.32,8,1181,234,21,4,1067,,,,,,,,,,
362,2017-08-29,2804,13013,9.89,5,669,292,25,22,1491,1.93,396.0,36.0,4.0,432.0,,,,01:56,92.0
363,2017-08-30,2544,10849,9.22,2,752,129,16,61,1103,1.73,444.0,38.0,2.0,482.0,,,,01:44,92.0
364,2017-08-31,3432,20724,15.4,4,579,240,88,87,2233,1.93,377.0,69.0,27.0,446.0,79.0,239.0,59.0,01:56,85.0
365,2017-07-01,3283,15067,11.19,10,569,283,115,41,2066,1.93,355.0,77.0,21.0,432.0,62.0,204.0,89.0,01:56,82.0
366,2017-07-02,2972,10696,7.95,7,547,371,39,8,1744,2.25,403.0,72.0,33.0,475.0,87.0,277.0,39.0,02:15,85.0
367,2017-07-03,3008,10754,7.9,11,711,219,27,66,1640,0.85,356.0,61.0,25.0,417.0,60.0,221.0,75.0,00:51,85.0
368,2017-07-04,3005,9829,7.27,12,679,215,36,59,1632,0.18,772.0,128.0,37.0,900.0,44.0,226.0,107.0,00:11,85.0
369,2017-07-05,2871,11337,7.09,12,686,243,28,34,1480,23.92,,,,,,,,23:55,87.0
370,2017-07-06,2826,10572,7.85,11,805,191,48,44,1381,1.88,343.0,8.0,0.0,352.0,,,,01:53,98.0
371,2017-07-07,2567,7461,5.54,10,760,240,23,10,1180,0.7,352.0,55.0,21.0,407.0,67.0,217.0,68.0,00:42,86.0
372,2017-07-08,2709,8038,5.97,4,556,310,2,8,1349,0.95,494.0,70.0,39.0,564.0,95.0,222.0,108.0,00:57,86.0
373,2017-07-09,2503,6146,4.56,1,574,272,11,1,1116,1.28,501.0,81.0,37.0,582.0,78.0,237.0,114.0,01:17,84.0
374,2017-07-10,3128,11064,8.14,12,695,255,39,56,1765,0.88,344.0,51.0,27.0,395.0,48.0,204.0,92.0,00:53,87.0
375,2017-07-11,3101,10705,7.84,15,696,186,63,66,1671,0.37,370.0,59.0,25.0,429.0,57.0,252.0,61.0,00:22,86.0
376,2017-07-12,2838,11837,8.79,29,774,224,23,43,1442,0.7,334.0,42.0,25.0,376.0,55.0,200.0,79.0,00:42,89.0
377,2017-07-13,2989,12464,10.71,20,852,169,45,58,1558,1.72,266.0,50.0,18.0,316.0,52.0,146.0,68.0,01:43,84.0
378,2017-07-14,2731,7988,5.94,23,783,261,32,9,1334,2.07,300.0,55.0,26.0,355.0,45.0,173.0,82.0,02:04,85.0
379,2017-07-15,2728,8699,6.46,6,591,325,8,12,1395,1.12,429.0,75.0,29.0,504.0,90.0,242.0,97.0,01:07,85.0
380,2017-07-16,2711,8620,6.4,9,599,296,17,3,1367,1.3,487.0,38.0,2.0,525.0,,,,01:18,93.0
381,2017-07-17,2794,10259,7.54,14,760,283,10,13,1402,1.05,326.0,48.0,25.0,374.0,69.0,205.0,52.0,01:03,87.0
382,2017-07-18,2793,9306,6.77,17,909,88,0,0,373,0.18,379.0,64.0,31.0,443.0,91.0,208.0,80.0,00:11,86.0
383,2017-07-19,2174,7651,3.88,15,1440,0,0,0,0,,,,,,,,,,
384,2017-07-20,2713,9503,7.06,8,1440,0,0,0,0,,,,,,,,,,
385,2017-07-21,3294,12118,8.84,13,1440,0,0,0,0,,,,,,,,,,
386,2017-07-22,2835,9985,7.42,16,1440,0,0,0,0,,,,,,,,,,
387,2017-07-23,2754,10202,7.58,0,1073,260,20,5,1208,16.93,74.0,8.0,0.0,82.0,,,,16:56,90.0
388,2017-07-24,2652,8271,6.06,8,712,179,43,35,1260,0.73,423.0,48.0,4.0,471.0,,,,00:44,90.0
389,2017-07-25,2925,10098,7.38,12,696,229,29,53,1523,0.6,371.0,56.0,4.0,433.0,,,,00:36,87.0
390,2017-07-26,2722,11337,8.42,27,711,278,3,14,1329,0.48,385.0,39.0,3.0,434.0,,,,00:29,91.0
391,2017-07-27,3007,11792,6.52,15,719,259,37,39,1628,1.05,358.0,28.0,2.0,386.0,,,,01:03,93.0
392,2017-07-28,2693,11011,8.18,13,668,295,17,7,1337,0.27,407.0,42.0,4.0,453.0,,,,00:16,91.0
393,2017-07-29,2338,5798,4.31,3,722,250,0,0,925,1.55,433.0,35.0,1.0,468.0,,,,01:33,93.0
394,2017-07-30,2391,6051,4.5,1,542,236,6,5,981,1.43,605.0,45.0,2.0,651.0,,,,01:26,92.0
395,2017-07-31,2932,9848,7.14,14,779,155,34,82,1499,1.2,327.0,57.0,6.0,390.0,,,,01:12,85.0
396,2017-06-01,1631,0,0.0,0,1440,0,0,0,0,,,,,,,,,,
397,2017-06-02,1631,0,0.0,0,1440,0,0,0,0,,,,,,,,,,
398,2017-06-03,2365,0,0.0,0,1368,0,0,72,816,,,,,,,,,,
399,2017-06-04,1631,0,0.0,0,1440,0,0,0,0,,,,,,,,,,
400,2017-06-05,1631,0,0.0,0,1440,0,0,0,0,,,,,,,,,,
401,2017-06-06,1884,3398,2.52,8,1381,50,6,3,313,,,,,,,,,,
402,2017-06-07,2945,10419,7.64,17,1149,177,55,59,1569,,,,,,,,,,
403,2017-06-08,2666,9622,7.15,20,748,242,6,13,1198,0.5,392.0,36.0,0.0,431.0,,,,00:30,92.0
404,2017-06-09,2804,11990,8.91,23,687,278,17,27,1434,0.45,387.0,40.0,3.0,431.0,,,,00:27,91.0
405,2017-06-10,3398,18989,13.85,8,405,276,58,93,2184,0.07,954.0,166.0,78.0,1120.0,117.0,591.0,170.0,00:04,87.0
406,2017-06-11,2642,5455,4.05,1,404,178,6,64,1238,23.88,251.0,18.0,0.0,269.0,,,,23:53,83.0
407,2017-06-12,3084,13361,9.77,28,1093,229,62,56,1760,,,,,,,,,,
408,2017-06-13,2677,10524,7.82,19,726,246,13,19,1261,0.28,825.0,68.0,5.0,897.0,,,,00:17,93.0
409,2017-06-14,3238,13016,9.64,17,601,238,70,71,1915,23.87,,,,,,,,23:52,91.0
410,2017-06-15,2839,10953,8.14,19,718,220,56,28,1450,0.53,380.0,38.0,3.0,418.0,,,,00:32,91.0
411,2017-06-16,2737,10667,7.93,20,688,216,58,26,1360,0.07,383.0,69.0,32.0,452.0,40.0,291.0,52.0,00:04,85.0
412,2017-06-17,2552,3942,2.93,3,505,201,60,0,1165,0.6,586.0,88.0,42.0,674.0,67.0,277.0,83.0,00:36,85.0
413,2017-06-18,2549,7783,5.78,3,630,290,11,3,1183,1.48,431.0,75.0,40.0,506.0,46.0,279.0,106.0,01:29,85.0
414,2017-06-19,2801,10470,7.93,21,859,89,32,46,928,1.05,347.0,67.0,28.0,414.0,65.0,223.0,59.0,01:03,84.0
415,2017-06-20,2679,10085,7.49,13,1440,0,0,0,0,,,,,,,,,,
416,2017-06-21,3195,12515,9.06,17,1440,0,0,0,0,,,,,,,,,,
417,2017-06-22,1812,5577,4.14,11,1440,0,0,0,0,,,,,,,,,,
418,2017-06-23,2935,14573,10.92,30,1171,226,22,21,1309,,,,,,,,,,
419,2017-06-24,2410,5470,4.06,3,605,249,10,4,994,0.02,507.0,65.0,4.0,572.0,,,,00:01,89.0
420,2017-06-25,2214,5137,3.82,0,629,186,0,0,729,0.88,561.0,64.0,4.0,625.0,,,,00:53,89.0
421,2017-06-26,2841,11302,9.04,16,752,167,30,60,1401,1.03,376.0,50.0,5.0,431.0,,,,01:02,88.0
422,2017-06-27,2868,10529,7.73,17,701,249,34,31,1474,1.12,366.0,56.0,2.0,425.0,,,,01:07,87.0
423,2017-06-28,2442,7919,5.88,18,789,197,5,5,934,1.03,384.0,60.0,28.0,444.0,62.0,225.0,97.0,01:02,86.0
424,2017-06-29,2877,12058,6.53,20,773,226,31,44,1474,2.27,322.0,44.0,27.0,366.0,49.0,222.0,51.0,02:16,88.0
425,2017-06-30,2990,11694,8.74,16,618,254,72,27,1677,0.6,408.0,61.0,32.0,469.0,34.0,282.0,92.0,00:36,87.0
426,2017-05-01,2891,12881,9.57,9,598,339,11,19,1607,1.67,431.0,42.0,3.0,473.0,,,,01:40,91.0
427,2017-05-02,2803,8808,6.54,2,518,299,21,29,1510,1.25,509.0,64.0,33.0,573.0,69.0,267.0,74.0,01:15,87.0
428,2017-05-03,2754,7790,5.79,21,828,165,27,70,1352,1.22,298.0,52.0,23.0,350.0,68.0,167.0,63.0,01:13,85.0
429,2017-05-04,2998,9987,7.42,19,721,201,61,55,1626,1.07,347.0,55.0,25.0,402.0,49.0,204.0,94.0,01:04,86.0
430,2017-05-05,3563,15141,11.32,25,669,197,77,116,2275,1.3,314.0,67.0,25.0,381.0,26.0,217.0,71.0,01:18,82.0
431,2017-05-06,3954,18331,13.62,9,493,236,116,147,2766,1.83,366.0,82.0,27.0,448.0,35.0,242.0,89.0,01:50,82.0
432,2017-05-07,3336,13783,10.24,19,358,197,124,76,2058,2.67,500.0,38.0,3.0,538.0,,,,02:40,91.0
433,2017-05-08,3281,12250,8.93,17,745,148,51,87,1675,0.78,359.0,50.0,32.0,409.0,87.0,185.0,87.0,00:47,88.0
434,2017-05-09,3154,10325,7.67,25,1101,203,78,58,1785,,,,,,,,,,
435,2017-05-10,3292,11859,8.67,22,1127,130,64,119,1908,,,,,,,,,,
436,2017-05-11,2894,11447,8.51,26,1139,226,22,53,1502,,,,,,,,,,
437,2017-05-12,2839,10675,7.93,22,731,212,47,34,1437,0.68,370.0,41.0,4.0,416.0,,,,00:41,90.0
438,2017-05-13,2854,10915,8.11,22,577,370,15,9,1582,2.17,424.0,45.0,2.0,469.0,,,,02:10,90.0
439,2017-05-14,2587,7883,5.08,11,1228,134,34,44,1126,,,,,,,,,,
440,2017-05-15,1874,1866,1.38,1,1385,27,16,12,303,,,,,,,,,,
441,2017-05-16,1631,0,0.0,0,1440,0,0,0,0,,,,,,,,,,
442,2017-05-17,2654,10518,7.72,19,1291,61,12,76,963,,,,,,,,,,
443,2017-05-18,2764,10738,8.02,23,1200,153,42,45,1250,,,,,,,,,,
444,2017-05-19,3533,16988,12.69,16,591,261,73,89,2270,0.55,395.0,29.0,2.0,426.0,,,,00:33,93.0
445,2017-05-20,3555,21094,15.88,3,375,275,36,120,2306,1.2,600.0,34.0,2.0,634.0,,,,01:12,96.0
446,2017-05-21,2392,5615,4.17,5,725,158,28,30,961,2.08,458.0,41.0,2.0,499.0,,,,02:05,92.0
447,2017-05-22,3180,14097,10.35,22,715,176,55,102,1822,1.15,323.0,69.0,19.0,392.0,48.0,256.0,19.0,01:09,82.0
448,2017-05-23,2710,9198,6.83,14,725,226,43,19,1321,0.53,358.0,69.0,32.0,427.0,51.0,236.0,71.0,00:32,84.0
449,2017-05-24,3582,14806,10.91,21,610,207,66,128,2281,0.4,748.0,149.0,54.0,897.0,97.0,521.0,130.0,00:24,82.0
450,2017-05-25,2980,9702,7.21,18,660,200,48,64,1590,23.77,,,,,,,,23:46,85.0
451,2017-05-26,2539,8079,6.0,11,1249,132,22,37,1043,,,,,,,,,,
452,2017-05-27,1995,77,0.06,0,1370,0,70,0,437,,,,,,,,,,
453,2017-05-28,1631,0,0.0,0,1440,0,0,0,0,,,,,,,,,,
454,2017-05-29,1708,0,0.0,0,1395,45,0,0,128,,,,,,,,,,
455,2017-05-30,1631,0,0.0,0,1440,0,0,0,0,,,,,,,,,,
456,2017-05-31,1725,0,0.0,0,1385,55,0,0,156,,,,,,,,,,
457,2017-04-01,3598,15174,11.53,10,1440,0,0,0,0,,,,,,,,,,
458,2017-04-02,2706,9709,7.21,4,1440,0,0,0,0,,,,,,,,,,
459,2017-04-03,3196,10569,7.74,21,1440,0,0,0,0,,,,,,,,,,
460,2017-04-04,2803,8235,6.12,17,1267,128,23,22,840,,,,,,,,,,
461,2017-04-05,3157,10854,8.12,25,716,232,41,78,1854,0.78,321.0,50.0,2.0,373.0,,,,00:47,87.0
462,2017-04-06,3122,12244,9.1,19,673,242,62,62,1816,0.98,369.0,29.0,1.0,401.0,,,,00:59,93.0
